FlyingEnemy2,10944,160,32,32,0,0
JumpingEnemy,10336,160,32,32,0,0
JumpingEnemy,10752,288,32,32,0,0
JumpingEnemy,11168,352,32,32,0,0
SkatingEnemy,11520,160,32,32,0,0
RushingOutEnemy,11360,448,32,32,0,0
IcicleD,11712,64,32,32,0,0
Icicle,11744,64,32,32,0,0
CollapsingFloor,11872,448,32,8,0,0
CollapsingFloor,11904,448,32,8,0,0
CollapsingFloor,11968,448,32,8,0,0
CollapsingFloor,12000,448,32,8,0,0
CollapsingFloor,12032,448,32,8,0,0
CollapsingFloor,12064,448,32,8,0,0
CollapsingFloor,12096,448,32,8,0,0
CollapsingFloor,11936,448,32,8,0,0
JumpingEnemy,12064,160,32,32,0,0
FlyingOutEnemy,12096,192,32,32,0,0
FlyingEnemy2,12512,160,32,32,0,0
SkatingEnemy,13088,128,32,32,0,0
FlyingEnemy2,1408,192,32,32,0,0
FlyingOutEnemy2,1088,64,32,32,0,0
FlyingOutEnemy,864,416,32,32,0,0
FlyingOutEnemy,1280,416,32,32,0,0
SkatingEnemy,2272,384,32,32,0,0
SkatingEnemy,2560,96,32,32,0,0
FlyingEnemy2,2880,160,32,32,0,0
JumpingEnemy,2752,352,32,32,0,0
JumpingEnemy,3200,288,32,32,0,0
Icicle,3392,64,32,32,0,0
Icicle,3360,64,32,32,0,0
Icicle,3328,64,32,32,0,0
Icicle,1760,64,32,32,0,0
Icicle,1792,64,32,32,0,0
Icicle,1728,64,32,32,0,0
FlyingEnemy2,3968,160,32,32,0,0
RushingOutEnemy,3584,448,32,32,0,0
RushingOutEnemy,4544,448,32,32,0,0
ShootingEnemy,4672,96,32,32,0,0
FlyingOutEnemy,5216,384,32,32,0,0
SkatingEnemy,5728,288,32,32,0,0
RushingOutEnemy,5920,448,32,32,0,0
RushingOutEnemy,6176,448,32,32,0,0
Icicle,5184,64,32,32,0,0
Icicle,5248,96,32,32,0,0
Icicle,6464,64,32,32,0,0
SkatingEnemy2,7104,96,32,32,0,0
RushingOutEnemy,6816,448,32,32,0,0
RushingOutEnemy,7072,448,32,32,0,0
FlyingEnemy2,7264,96,32,32,0,0
JumpingEnemy,6720,160,32,32,0,0
FlyingOutEnemy,7552,256,32,32,0,0
SkatingEnemy,8160,384,32,32,0,0
Icicle,8480,64,32,32,0,0
IcicleD,8256,96,32,32,0,0
IcicleD,8032,64,32,32,0,0
IcicleD,7360,64,32,32,0,0
IcicleD,8768,64,32,32,0,0
JumpingEnemy,8576,384,32,32,0,0
RushingOutEnemy,9216,448,32,32,0,0
RushingOutEnemy,8864,448,32,32,0,0
FlyingOutEnemy,9376,320,32,32,0,0
FlyingOutEnemy2,9536,64,32,32,0,0
IcicleD,9952,64,32,32,0,0
SkatingEnemy,10112,256,32,32,0,0
Block,992,64,32,32,0,0
Block,1024,96,32,32,0,0
Block,992,96,32,32,0,0
Block,1024,64,32,32,0,0
Block,1056,64,32,32,0,0
Block,1056,96,32,32,0,0
Block,1312,64,32,32,0,0
Block,1344,64,32,32,0,0
Block,1376,64,32,32,0,0
Block,1152,416,32,32,0,0
Block,1152,448,32,32,0,0
Block,1248,448,32,32,0,0
Block,1280,448,32,32,0,0
Block,1312,448,32,32,0,0
Block,1408,416,32,32,0,0
Block,1568,448,32,32,0,0
Block,1440,448,32,32,0,0
Block,1408,448,32,32,0,0
Block,1376,448,32,32,0,0
Block,1344,448,32,32,0,0
Block,1536,416,32,32,0,0
IcicleD,448,64,32,32,0,0
IcicleD,4160,64,32,32,0,0
IcicleD,3168,64,32,32,0,0
IcicleD,3040,64,32,32,0,0
IcicleD,4992,64,32,32,0,0
IcicleD,5088,64,32,32,0,0
IcicleD,6240,64,32,32,0,0
IcicleD,6560,64,32,32,0,0
IcicleD,11328,96,32,32,0,0
Block,0,0,32,32,0,0
Block,0,32,32,32,0,0
Block,32,0,32,32,0,0
Block,32,32,32,32,0,0
Block,64,32,32,32,0,0
Block,64,0,32,32,0,0
Block,96,0,32,32,0,0
Block,96,32,32,32,0,0
Block,128,32,32,32,0,0
Block,128,0,32,32,0,0
Block,160,0,32,32,0,0
Block,160,32,32,32,0,0
Block,192,32,32,32,0,0
Block,224,32,32,32,0,0
Block,256,32,32,32,0,0
Block,288,32,32,32,0,0
Block,352,32,32,32,0,0
Block,384,32,32,32,0,0
Block,416,32,32,32,0,0
Block,448,32,32,32,0,0
Block,480,32,32,32,0,0
Block,512,32,32,32,0,0
Block,544,32,32,32,0,0
Block,576,32,32,32,0,0
Block,608,32,32,32,0,0
Block,320,32,32,32,0,0
Block,192,0,32,32,0,0
Block,224,0,32,32,0,0
Block,256,0,32,32,0,0
Block,320,0,32,32,0,0
Block,352,0,32,32,0,0
Block,384,0,32,32,0,0
Block,416,0,32,32,0,0
Block,480,0,32,32,0,0
Block,512,0,32,32,0,0
Block,544,0,32,32,0,0
Block,576,0,32,32,0,0
Block,608,0,32,32,0,0
Block,448,0,32,32,0,0
Block,288,0,32,32,0,0
Block,640,0,32,32,0,0
Block,640,32,32,32,0,0
Block,672,32,32,32,0,0
Block,672,0,32,32,0,0
Block,704,0,32,32,0,0
Block,736,0,32,32,0,0
Block,768,0,32,32,0,0
Block,800,0,32,32,0,0
Block,832,0,32,32,0,0
Block,864,0,32,32,0,0
Block,896,0,32,32,0,0
Block,928,0,32,32,0,0
Block,960,0,32,32,0,0
Block,704,32,32,32,0,0
Block,768,32,32,32,0,0
Block,800,32,32,32,0,0
Block,832,32,32,32,0,0
Block,864,32,32,32,0,0
Block,896,32,32,32,0,0
Block,928,32,32,32,0,0
Block,960,32,32,32,0,0
Block,736,32,32,32,0,0
Block,992,416,32,32,0,0
Block,1024,416,32,32,0,0
Block,1056,416,32,32,0,0
Block,1024,32,32,32,0,0
Block,992,32,32,32,0,0
Block,1056,32,32,32,0,0
Block,1120,32,32,32,0,0
Block,1152,32,32,32,0,0
Block,1216,32,32,32,0,0
Block,1248,32,32,32,0,0
Block,1280,32,32,32,0,0
Block,1312,32,32,32,0,0
Block,1344,32,32,32,0,0
Block,1376,32,32,32,0,0
Block,1408,32,32,32,0,0
Block,1440,32,32,32,0,0
Block,1472,32,32,32,0,0
Block,1184,32,32,32,0,0
Block,1088,32,32,32,0,0
Block,1504,32,32,32,0,0
Block,1536,32,32,32,0,0
